,gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
150,ESPORTSTMNT04/1130253,TCL,1907 Fenerbahçe Esports,Galakticos,Lucian,Qiyana,Ryze,Varus,Zilean,Ornn,Elise,Viktor,MissFortune,Braum,1
151,ESPORTSTMNT04/1130264,TCL,Papara SuperMassive,Team AURORA,Sett,Olaf,Nautilus,MissFortune,Leona,Mordekaiser,JarvanIV,Ziggs,Varus,Thresh,0
152,ESPORTSTMNT02/1261488,VCS,Team Flash,FTV Esports,Jayce,Olaf,Ryze,Xayah,Blitzcrank,Ornn,LeeSin,Cassiopeia,Senna,TahmKench,1
153,ESPORTSTMNT01/1291651,CBLOL,Vivo Keyd,INTZ,Ornn,JarvanIV,Ekko,Xayah,Rakan,Kayle,Skarner,Syndra,Senna,Braum,1
154,ESPORTSTMNT01/1291682,CBLOL,paiN Gaming,Redemption eSports Porto Alegre,Ornn,Gragas,Qiyana,Jhin,Alistar,Renekton,Shyvana,Irelia,Syndra,Leona,1
155,ESPORTSTMNT01/1291703,CBLOL,FURIA Esports,Flamengo Esports,Vladimir,JarvanIV,Lucian,Senna,Nautilus,Aatrox,Gragas,Rumble,Aphelios,Leona,1
156,ESPORTSTMNT01/1291737,CBLOL,Prodigy Esports,KaBuM! e-Sports,Sett,LeeSin,Rumble,Jhin,Nautilus,Renekton,Sejuani,Ekko,Aphelios,Thresh,1
157,ESPORTSTMNT01/1291748,LCS,Team Liquid,FlyQuest,Ornn,JarvanIV,Zoe,Aphelios,Braum,Mordekaiser,LeeSin,Syndra,Senna,Rakan,1
158,ESPORTSTMNT01/1291789,LCS,Evil Geniuses,Team SoloMid,Aatrox,Kindred,Leblanc,Aphelios,Thresh,Sett,Gragas,Zoe,Xayah,Rakan,0
159,ESPORTSTMNT01/1291812,LCS,100 Thieves,Cloud9,Aatrox,JarvanIV,Leblanc,MissFortune,Leona,Camille,LeeSin,Morgana,Senna,Nautilus,0
160,ESPORTSTMNT01/1291835,LCS,Immortals,Golden Guardians,Sett,RekSai,Syndra,Xayah,Rakan,Soraka,LeeSin,Leblanc,Senna,TahmKench,1
161,ESPORTSTMNT01/1291845,LCS.A,100 Thieves Academy,Team Liquid Academy,Mordekaiser,RekSai,Akali,Xayah,Rakan,Sett,LeeSin,Sylas,Aphelios,Thresh,1
162,ESPORTSTMNT04/1130294,TRA,Dark Passage Academy,İstanbul Wildcats Academy,Aatrox,Gragas,Yasuo,Aphelios,Leona,Irelia,RekSai,Syndra,Senna,Braum,0
163,ESPORTSTMNT04/1130299,TRA,1907 Fenerbahçe Academy,5 Ronin Academy,Irelia,JarvanIV,Rumble,Senna,Leona,Gnar,RekSai,Azir,Xayah,Rakan,1
164,ESPORTSTMNT04/1130306,TRA,Beşiktaş Academy,Galakticos Academy,Renekton,JarvanIV,Irelia,Cassiopeia,Thresh,Aatrox,Gragas,Syndra,MissFortune,Leona,1
165,ESPORTSTMNT01/1292296,LCS.A,FlyQuest Academy,Dignitas Academy,Ornn,RekSai,Lissandra,Aphelios,Blitzcrank,Aatrox,LeeSin,Leblanc,Senna,Thresh,0
166,ESPORTSTMNT01/1292315,LCS.A,Golden Guardians Academy,Evil Geniuses Academy,Aatrox,LeeSin,Syndra,Aphelios,Thresh,Sett,JarvanIV,Zoe,MissFortune,Nautilus,0
167,ESPORTSTMNT01/1292329,LCS.A,TSM Academy,CLG Academy,Gangplank,JarvanIV,Syndra,Aphelios,Nautilus,Ornn,Trundle,Leblanc,Xayah,Rakan,1
168,ESPORTSTMNT01/1292341,BRCC,RED Canids,Havan Liberty Gaming,Ornn,Gragas,Lucian,Xayah,Rakan,Aatrox,Olaf,Diana,Varus,Leona,0
169,ESPORTSTMNT01/1292345,LCS,FlyQuest,Dignitas,Aatrox,JarvanIV,Rumble,Senna,Alistar,Sett,LeeSin,Ekko,Aphelios,Thresh,1
170,ESPORTSTMNT01/1292348,BRCC,Santos e-Sports,Team oNe eSports,Fiora,JarvanIV,Viktor,MissFortune,Braum,Aatrox,Gragas,Leblanc,Xayah,Blitzcrank,1
171,ESPORTSTMNT01/1292353,BRCC,Falkol,Intergalaxy Tigers Gaming,Mordekaiser,LeeSin,Syndra,Aphelios,Leona,Sett,RekSai,Cassiopeia,Xayah,Rakan,1
172,ESPORTSTMNT01/1292354,LCS,Team SoloMid,Counter Logic Gaming,Ornn,Qiyana,Syndra,Xayah,Rakan,Sylas,Olaf,Leblanc,Senna,TahmKench,1
173,ESPORTSTMNT04/1120429,TRA,5 Ronin Academy,Dark Passage Academy,Gangplank,Olaf,Rumble,Senna,Leona,Aatrox,JarvanIV,Diana,Aphelios,Rakan,1
174,ESPORTSTMNT04/1120436,TRA,Royal Youth Academy,İstanbul Wildcats Academy,Mordekaiser,Elise,Pantheon,Aphelios,Braum,Aatrox,LeeSin,Cassiopeia,Soraka,Rakan,0
175,ESPORTSTMNT04/1120440,TRA,1907 Fenerbahçe Academy,Galakticos Academy,Mordekaiser,LeeSin,Ekko,Aphelios,Braum,Soraka,RekSai,Xerath,MissFortune,Nautilus,1
176,ESPORTSTMNT04/1120447,TRA,SuperMassive Academy,Team AURORA Academy,Mordekaiser,Taliyah,Pantheon,MissFortune,Thresh,Fiora,Gragas,Viktor,Senna,TahmKench,1
177,ESPORTSTMNT01/1292579,LFL,GameWard,IZI Dream,Gangplank,LeeSin,Soraka,Kaisa,Thresh,Mordekaiser,JarvanIV,Leblanc,Senna,Blitzcrank,1
178,ESPORTSTMNT01/1292607,LFL,Misfits Premier,Solary,Soraka,JarvanIV,Orianna,MissFortune,Nautilus,Gragas,LeeSin,Syndra,Senna,Thresh,1
179,ESPORTSTMNT01/1292635,LFL,LDLC OL,Team MCES,Sett,Elise,Yasuo,Aphelios,Nautilus,Gnar,JarvanIV,Orianna,MissFortune,Leona,1
180,ESPORTSTMNT01/1292648,LFL,Vitality.Bee,GamersOrigin,Vladimir,JarvanIV,Orianna,Senna,TahmKench,Camille,LeeSin,Leblanc,Aphelios,Blitzcrank,0
181,ESPORTSTMNT01/1302501,BRCC,Team oNe eSports,RED Canids,Sett,Elise,Karma,Aphelios,Leona,Renekton,LeeSin,Yasuo,Kaisa,Braum,0
182,ESPORTSTMNT01/1302519,BRCC,Intergalaxy Tigers Gaming,Havan Liberty Gaming,Jayce,Elise,Chogath,MissFortune,Pantheon,Mordekaiser,LeeSin,Rumble,Xayah,Leona,0
183,ESPORTSTMNT01/1302531,BRCC,Falkol,Santos e-Sports,Renekton,Taliyah,Zoe,Aphelios,Braum,Kled,JarvanIV,Velkoz,MissFortune,Leona,1
184,ESPORTSTMNT01/1302595,LCK,T1,DAMWON Gaming,Sett,Gragas,Rumble,MissFortune,Leona,Mordekaiser,LeeSin,Ryze,Aphelios,Braum,0
185,ESPORTSTMNT01/1302628,LCK,DAMWON Gaming,T1,Sett,LeeSin,Ornn,Xayah,Rakan,Gnar,Gragas,Leblanc,Aphelios,Leona,0
186,ESPORTSTMNT01/1302635,LCK,T1,DAMWON Gaming,Sett,Gragas,Tristana,MissFortune,Blitzcrank,Kayle,LeeSin,Orianna,Aphelios,Thresh,1
187,ESPORTSTMNT01/1302651,LCK,KT Rolster,Gen.G,Aatrox,JarvanIV,Ornn,Aphelios,TahmKench,Mordekaiser,LeeSin,Syndra,MissFortune,Thresh,1
188,ESPORTSTMNT01/1292960,LCK,Gen.G,KT Rolster,Ornn,LeeSin,Zoe,Kalista,Taric,Camille,RekSai,Rumble,MissFortune,Alistar,1
189,ESPORTSTMNT01/1292974,LCK,KT Rolster,Gen.G,Sett,Elise,Rumble,Ezreal,Yuumi,Mordekaiser,LeeSin,Galio,MissFortune,Bard,0
190,ESPORTSTMNT01/1302827,LFL,GamersOrigin,Team MCES,Vladimir,LeeSin,Syndra,Varus,Leona,Kennen,Olaf,Orianna,Aphelios,Nautilus,1
191,ESPORTSTMNT01/1302855,LFL,Misfits Premier,LDLC OL,Soraka,JarvanIV,Diana,Xayah,Leona,Sett,Elise,Cassiopeia,MissFortune,Nautilus,0
192,ESPORTSTMNT01/1302881,LFL,IZI Dream,Solary,Illaoi,Elise,Lucian,MissFortune,Thresh,Ornn,LeeSin,Yasuo,Ziggs,Alistar,0
193,ESPORTSTMNT01/1302906,LFL,GameWard,Vitality.Bee,Camille,Olaf,Akali,Lucian,Nautilus,Rumble,JarvanIV,Syndra,MissFortune,Galio,0
194,ESPORTSTMNT04/1130488,CK,hyFresh Blade,Seorabeol Gaming,Mordekaiser,LeeSin,Ornn,MissFortune,Braum,Yorick,JarvanIV,Orianna,Aphelios,TahmKench,1
195,ESPORTSTMNT04/1130489,CK,Seorabeol Gaming,hyFresh Blade,Aatrox,RekSai,Rumble,Aphelios,Braum,Ornn,JarvanIV,Zoe,Varus,TahmKench,1
196,ESPORTSTMNT04/1130496,CK,hyFresh Blade,Seorabeol Gaming,Aatrox,LeeSin,Irelia,Aphelios,Nautilus,Poppy,JarvanIV,Rumble,MissFortune,Thresh,1
197,ESPORTSTMNT01/1293312,LCK,SANDBOX Gaming,SeolHaeOne Prince,Sett,RekSai,Zoe,Syndra,Thresh,Mordekaiser,JarvanIV,Cassiopeia,Aphelios,Nautilus,1
198,ESPORTSTMNT04/1120557,CK,OZ Gaming,Team Dynamics,Kennen,RekSai,Ryze,Aphelios,Braum,Aatrox,JarvanIV,Leblanc,MissFortune,Bard,0
199,ESPORTSTMNT01/1293319,LCK,SeolHaeOne Prince,SANDBOX Gaming,Sett,LeeSin,Viktor,MissFortune,Leona,Renekton,RekSai,Ryze,Aphelios,Nautilus,0
200,ESPORTSTMNT04/1130515,CK,Team Dynamics,OZ Gaming,Mordekaiser,JarvanIV,Ryze,Aphelios,Blitzcrank,Yorick,RekSai,Leblanc,Varus,TahmKench,1
201,ESPORTSTMNT01/1293370,LCK,Griffin,Afreeca Freecs,Ornn,LeeSin,Sett,Senna,Thresh,Lucian,Gragas,Pantheon,Aphelios,Blitzcrank,0
202,ESPORTSTMNT01/1293393,LCK,Afreeca Freecs,Griffin,Kennen,JarvanIV,Viktor,Ashe,Rumble,Mordekaiser,LeeSin,Ornn,Aphelios,Thresh,1
203,ESPORTSTMNT04/1130518,TRA,Royal Youth Academy,Team AURORA Academy,Aatrox,JarvanIV,Syndra,Cassiopeia,Thresh,Camille,Sejuani,Ryze,MissFortune,Nautilus,1
204,ESPORTSTMNT04/1120578,TRA,Beşiktaş Academy,SuperMassive Academy,Gangplank,JarvanIV,Vladimir,Xayah,Rakan,Ornn,Taliyah,Pantheon,Lucian,Thresh,1
205,ESPORTSTMNT04/1120583,TRA,Dark Passage Academy,Galakticos Academy,Fiora,JarvanIV,Ryze,MissFortune,Leona,Ornn,LeeSin,Orianna,Aphelios,Braum,1
206,ESPORTSTMNT04/1120585,TRA,İstanbul Wildcats Academy,5 Ronin Academy,Renekton,JarvanIV,Cassiopeia,MissFortune,Braum,Sett,Gragas,Orianna,Lucian,Leona,1
207,ESPORTSTMNT01/1293765,CK,Element Mystic,Jin Air Green Wings,Gangplank,Elise,Zoe,Varus,Braum,Mordekaiser,LeeSin,Diana,Senna,TahmKench,0
208,ESPORTSTMNT01/1303478,OPL,Legacy Esports,MAMMOTH,Aatrox,Gragas,Sylas,Aphelios,Thresh,Renekton,JarvanIV,Mordekaiser,Ashe,Braum,1
209,ESPORTSTMNT01/1303509,OPL,Gravitas,Dire Wolves,Ornn,Olaf,Orianna,MissFortune,Zyra,Camille,JarvanIV,Viktor,Varus,Braum,0
210,ESPORTSTMNT01/1293812,CK,Jin Air Green Wings,Element Mystic,Sett,LeeSin,Taliyah,Cassiopeia,Thresh,Mordekaiser,RekSai,Tristana,Senna,Nautilus,1
211,ESPORTSTMNT01/1303533,OPL,Pentanet.GG,Avant Gaming,Shen,Karthus,Pantheon,Senna,Thresh,Ornn,Elise,Lucian,Ezreal,Nautilus,0
212,ESPORTSTMNT01/1293850,CK,Asura,Spear Gaming,Kled,Olaf,Akali,MissFortune,Bard,Kennen,LeeSin,Ryze,Aphelios,Braum,1
213,ESPORTSTMNT01/1293885,LCK,Hanwha Life Esports,T1,Sett,Diana,Rumble,MissFortune,Shen,Mordekaiser,JarvanIV,Aatrox,Aphelios,Leona,1
214,ESPORTSTMNT01/1303581,OPL,ORDER,Chiefs Esports Club,Sett,Elise,Leblanc,Irelia,Rakan,Akali,Olaf,Lissandra,Aphelios,Braum,0
215,ESPORTSTMNT01/1293897,CK,Spear Gaming,Asura,Aatrox,LeeSin,Syndra,Aphelios,Nautilus,Lucian,RekSai,Ekko,MissFortune,Thresh,1
216,ESPORTSTMNT01/1293899,LCK,T1,Hanwha Life Esports,Sett,Gragas,Cassiopeia,MissFortune,Nautilus,Vayne,Elise,Ryze,Aphelios,Rakan,1
217,ESPORTSTMNT01/1293901,CK,Asura,Spear Gaming,Mordekaiser,Olaf,Lucian,MissFortune,Blitzcrank,Aatrox,LeeSin,Lissandra,Aphelios,Thresh,0
218,ESPORTSTMNT01/1293909,LCK,Hanwha Life Esports,T1,Soraka,Olaf,Ornn,Aphelios,Yuumi,Aatrox,Gragas,Cassiopeia,MissFortune,Thresh,1
219,ESPORTSTMNT01/1303619,VCS,CERBERUS Esports,V Gaming Adonis,Renekton,RekSai,Akali,Kaisa,Leona,Aatrox,Trundle,Ryze,Xayah,Braum,1
220,ESPORTSTMNT01/1303626,VCS,V Gaming Adonis,CERBERUS Esports,Mordekaiser,Elise,Lucian,MissFortune,Leona,Renekton,Gragas,Cassiopeia,Xayah,Braum,1
221,ESPORTSTMNT01/1293929,LCK,DRX,KT Rolster,Sett,Gragas,Qiyana,Ziggs,TahmKench,Mordekaiser,RekSai,Leblanc,Aphelios,Blitzcrank,0
222,ESPORTSTMNT01/1303641,VCS,CERBERUS Esports,V Gaming Adonis,Aatrox,Qiyana,Rumble,Xayah,Leona,Kayle,Gragas,Irelia,MissFortune,Morgana,1
223,ESPORTSTMNT01/1293950,LCK,KT Rolster,DRX,Renekton,Elise,Zoe,MissFortune,Leona,Quinn,LeeSin,Cassiopeia,Aphelios,Alistar,0
224,ESPORTSTMNT01/1303655,VCS,EVOS Esports,GAM Esports,Aatrox,LeeSin,Syndra,Xayah,Braum,Sett,Elise,Lucian,Aphelios,Leona,0
225,ESPORTSTMNT01/1293964,LCK,DRX,KT Rolster,Aatrox,RekSai,Cassiopeia,Aphelios,Alistar,Camille,JarvanIV,Syndra,MissFortune,Leona,1
226,ESPORTSTMNT04/1130548,TRA,5 Ronin Academy,Royal Youth Academy,Gangplank,Olaf,Azir,Senna,Thresh,Ornn,Elise,Viktor,Lucian,Braum,1
227,ESPORTSTMNT01/1303666,VCS,GAM Esports,EVOS Esports,Ornn,JarvanIV,Cassiopeia,Senna,TahmKench,Mordekaiser,Sejuani,Irelia,MissFortune,Leona,1
228,ESPORTSTMNT04/1130553,TRA,SuperMassive Academy,1907 Fenerbahçe Academy,Aatrox,JarvanIV,Syndra,Senna,Thresh,Sett,LeeSin,Fizz,MissFortune,Leona,0
229,ESPORTSTMNT04/1130560,TRA,Team AURORA Academy,Beşiktaş Academy,Ornn,JarvanIV,Sylas,Varus,Braum,Aatrox,Sejuani,Kayn,MissFortune,Yuumi,1
230,ESPORTSTMNT04/1120607,LEC,MAD Lions,SK Gaming,Gangplank,LeeSin,Leblanc,MissFortune,Bard,Ornn,Elise,Diana,Aphelios,Braum,1
231,ESPORTSTMNT04/1130563,TRA,İstanbul Wildcats Academy,Galakticos Academy,Sett,Shaco,Ziggs,Aphelios,Thresh,Camille,Gragas,Anivia,Varus,Leona,1
232,ESPORTSTMNT04/1120622,LEC,FC Schalke 04 Esports,Misfits Gaming,Mordekaiser,JarvanIV,Zoe,MissFortune,Nautilus,Aatrox,LeeSin,Diana,Senna,Braum,0
233,ESPORTSTMNT04/1120629,LEC,Fnatic,Excel Esports,Urgot,Olaf,Syndra,MissFortune,Thresh,Gangplank,JarvanIV,Leblanc,Senna,TahmKench,1
234,ESPORTSTMNT04/1120638,LEC,Team Vitality,Origen,Aatrox,Gragas,Zoe,Aphelios,Nautilus,Camille,LeeSin,Syndra,Senna,TahmKench,0
235,ESPORTSTMNT04/1120649,LEC,Rogue,G2 Esports,Aatrox,LeeSin,Leblanc,Senna,TahmKench,Soraka,Gragas,Sett,Aphelios,Nautilus,0
236,ESPORTSTMNT01/1294174,LCS.A,Evil Geniuses Academy,CLG Academy,Ornn,JarvanIV,Zoe,Senna,TahmKench,Gangplank,LeeSin,Syndra,Aphelios,Thresh,0
237,ESPORTSTMNT01/1303861,LCS.A,Team Liquid Academy,FlyQuest Academy,Soraka,Sejuani,Yasuo,Varus,TahmKench,Irelia,JarvanIV,Azir,MissFortune,Braum,0
238,ESPORTSTMNT01/1294191,LCS.A,Golden Guardians Academy,TSM Academy,Gangplank,LeeSin,Cassiopeia,Syndra,Thresh,Ornn,JarvanIV,Viktor,Aphelios,Nautilus,0
239,ESPORTSTMNT01/1303876,LCS.A,Immortals Academy,100 Thieves Academy,Sett,RekSai,Zoe,MissFortune,Leona,Gangplank,LeeSin,Syndra,Xayah,Rakan,1
240,ESPORTSTMNT01/1303904,LCS.A,Dignitas Academy,Cloud9 Academy,Aatrox,JarvanIV,Rumble,MissFortune,Thresh,Gangplank,Gragas,Qiyana,Senna,TahmKench,1
241,ESPORTSTMNT01/1294233,LJL,DetonatioN FocusMe,V3 Esports,Gangplank,JarvanIV,Heimerdinger,Aphelios,Galio,Aatrox,Diana,Cassiopeia,MissFortune,Leona,1
242,ESPORTSTMNT01/1303974,OPL,Pentanet.GG,Gravitas,Sett,JarvanIV,Rumble,Aphelios,Alistar,Ornn,Elise,Lucian,Vayne,Braum,0
243,ESPORTSTMNT01/1294260,LJL,V3 Esports,AXIZ,Sett,Ekko,Nocturne,Aphelios,Nautilus,Kayle,RekSai,Ryze,Ashe,Braum,1
244,ESPORTSTMNT01/1303999,OPL,Avant Gaming,ORDER,Ornn,Olaf,Zoe,Varus,Braum,Kled,LeeSin,Orianna,Aphelios,Thresh,0
245,ESPORTSTMNT01/1304020,LJL,Burning Core,AXIZ,Sett,Gragas,Viktor,Aphelios,Thresh,Gangplank,RekSai,Ryze,Syndra,Leona,1
246,ESPORTSTMNT01/1304032,OPL,Legacy Esports,Dire Wolves,Soraka,RekSai,Leblanc,Aphelios,Rakan,Ornn,Elise,Mordekaiser,Senna,Braum,1
247,ESPORTSTMNT01/1304035,LCK,SeolHaeOne Prince,DAMWON Gaming,Rumble,Olaf,Qiyana,Aphelios,Thresh,Ryze,JarvanIV,Leblanc,Xayah,Rakan,0
248,ESPORTSTMNT01/1304054,LJL,Burning Core,DetonatioN FocusMe,Gangplank,Elise,Syndra,MissFortune,Bard,Aatrox,JarvanIV,Karma,Aphelios,Blitzcrank,0
249,ESPORTSTMNT01/1304075,OPL,Chiefs Esports Club,MAMMOTH,Sett,Elise,Diana,MissFortune,Nautilus,Ornn,Gragas,Yasuo,Xayah,Rakan,1
250,ESPORTSTMNT01/1304079,LCK,DAMWON Gaming,SeolHaeOne Prince,Aatrox,LeeSin,Leblanc,Aphelios,Nautilus,Mordekaiser,Elise,Lissandra,MissFortune,Leona,1
251,ESPORTSTMNT01/1304081,LJL,Crest Gaming Act,Fukuoka SoftBank Hawks gaming,Sett,LeeSin,Zoe,Senna,Nautilus,Kayle,JarvanIV,Corki,MissFortune,Braum,1
252,ESPORTSTMNT01/1304111,VCS,Lowkey Esports.Vietnam,CERBERUS Esports,Jayce,Olaf,Cassiopeia,Lucian,Nautilus,Gangplank,RekSai,Zoe,MissFortune,Leona,0
253,ESPORTSTMNT01/1304122,LCK,Gen.G,Griffin,Ornn,JarvanIV,Zoe,Kalista,Taric,Aatrox,Elise,Lucian,Aphelios,Nami,1
254,ESPORTSTMNT01/1304132,LJL,Sengoku Gaming,Fukuoka SoftBank Hawks gaming,Kennen,RekSai,Akali,MissFortune,TahmKench,Vladimir,LeeSin,Leblanc,Aphelios,Nautilus,0
255,ESPORTSTMNT04/1130611,TCL,Team AURORA,Royal Youth,Ornn,Kindred,Rumble,Varus,Thresh,Soraka,Sejuani,Akali,Aphelios,Nautilus,1
256,ESPORTSTMNT01/1304158,VCS,CERBERUS Esports,Lowkey Esports.Vietnam,Aatrox,RekSai,Orianna,MissFortune,Leona,Camille,Olaf,Lucian,Senna,Braum,0
257,ESPORTSTMNT01/1294417,LCK,Griffin,Gen.G,Sett,JarvanIV,Syndra,MissFortune,Braum,Ornn,RekSai,Zoe,Aphelios,Bard,0
258,ESPORTSTMNT04/1130621,TCL,Beşiktaş Esports,Papara SuperMassive,Soraka,JarvanIV,Camille,Syndra,Braum,Sett,Gragas,Nautilus,Senna,Leona,1
259,ESPORTSTMNT01/1304165,VCS,Lowkey Esports.Vietnam,CERBERUS Esports,Sett,RekSai,Orianna,Senna,Braum,Gangplank,Qiyana,Cassiopeia,MissFortune,Leona,1
260,ESPORTSTMNT01/1304169,LJL,Sengoku Gaming,Rascal Jester,Ornn,Qiyana,Zoe,Senna,Rumble,Aatrox,JarvanIV,Mordekaiser,MissFortune,Thresh,1
261,ESPORTSTMNT01/1304193,VCS,V Gaming Adonis,EVOS Esports,Mordekaiser,Gragas,Yasuo,Syndra,Rakan,Sett,JarvanIV,Orianna,Xayah,Nautilus,0
262,ESPORTSTMNT04/1130630,TCL,Dark Passage,Galakticos,Aatrox,RekSai,Syndra,Varus,Braum,Fiora,LeeSin,Rumble,MissFortune,Leona,1
263,ESPORTSTMNT01/1304217,LJL,Crest Gaming Act,Rascal Jester,Aatrox,Elise,Qiyana,Aphelios,Thresh,Sett,JarvanIV,Soraka,Ashe,Nautilus,0
264,ESPORTSTMNT01/1304223,VCS,EVOS Esports,V Gaming Adonis,Sett,JarvanIV,Cassiopeia,Senna,Braum,Gangplank,Olaf,Ryze,Xayah,Rakan,1
265,ESPORTSTMNT04/1130643,TCL,İstanbul Wildcats,5 Ronin,Sett,Elise,Qiyana,Aphelios,Nautilus,Ornn,LeeSin,Cassiopeia,MissFortune,Braum,0
266,ESPORTSTMNT04/1120705,LEC,FC Schalke 04 Esports,SK Gaming,Aatrox,RekSai,Rumble,MissFortune,Thresh,Ornn,LeeSin,Mordekaiser,Senna,Nautilus,0
267,ESPORTSTMNT01/1304264,CBLOL,INTZ,Prodigy Esports,Ornn,Elise,Leblanc,Aphelios,Rakan,Renekton,LeeSin,Syndra,Varus,Nautilus,0
268,ESPORTSTMNT04/1120711,LEC,Excel Esports,Team Vitality,Chogath,RekSai,Lissandra,Aphelios,Thresh,Gangplank,LeeSin,Leblanc,Varus,Braum,1
269,ESPORTSTMNT01/1304282,CBLOL,Flamengo Esports,Redemption eSports Porto Alegre,Aatrox,Elise,Mordekaiser,Xayah,Thresh,Renekton,Gragas,Yasuo,Varus,Galio,1
270,ESPORTSTMNT04/1130676,LEC,Rogue,MAD Lions,Sett,JarvanIV,Lissandra,Draven,Nautilus,Soraka,Gragas,Leblanc,Kaisa,Braum,0
271,ESPORTSTMNT01/1304302,CBLOL,KaBuM! e-Sports,paiN Gaming,Jayce,Elise,Sylas,Varus,Braum,Soraka,Gragas,Tristana,Aphelios,Nautilus,1
272,ESPORTSTMNT04/1130696,LEC,Misfits Gaming,Origen,Aatrox,Gragas,Diana,Xayah,Rakan,Mordekaiser,Elise,Qiyana,Aphelios,Thresh,1
273,ESPORTSTMNT01/1304324,CBLOL,Vivo Keyd,FURIA Esports,Renekton,Elise,Leblanc,Ezreal,Braum,Aatrox,Olaf,Vladimir,Aphelios,Nautilus,1
274,ESPORTSTMNT04/1130709,LEC,G2 Esports,Fnatic,Aatrox,Elise,Ryze,Senna,Braum,Gangplank,LeeSin,Veigar,Aphelios,Nautilus,1
275,ESPORTSTMNT01/1304356,LCS,Evil Geniuses,Counter Logic Gaming,Sett,Elise,Orianna,Xayah,Rakan,Soraka,JarvanIV,Syndra,Aphelios,Nautilus,0
276,ESPORTSTMNT01/1304374,LCS,100 Thieves,Team Liquid,Aatrox,Gragas,Orianna,Aphelios,Thresh,Gangplank,LeeSin,Syndra,Senna,TahmKench,1
277,ESPORTSTMNT01/1304391,LCS,Team SoloMid,Dignitas,Irelia,Sett,Syndra,MissFortune,Leona,Kennen,Elise,Velkoz,Aphelios,Braum,1
278,ESPORTSTMNT01/1304399,LCS,Cloud9,FlyQuest,Rumble,Gragas,Qiyana,Aphelios,Nautilus,Aatrox,JarvanIV,Diana,Senna,TahmKench,1
279,ESPORTSTMNT01/1304412,LCS.A,100 Thieves Academy,Cloud9 Academy,Aatrox,Sett,Orianna,Xayah,Rakan,Mordekaiser,LeeSin,Leblanc,Aphelios,Leona,1
280,ESPORTSTMNT01/1294710,LCK,SANDBOX Gaming,DRX,Aatrox,Olaf,Zoe,Aphelios,Braum,Kennen,RekSai,Viktor,MissFortune,Nautilus,1
281,ESPORTSTMNT01/1294725,LCK,DRX,SANDBOX Gaming,Kennen,LeeSin,Nautilus,MissFortune,Thresh,Aatrox,RekSai,Zoe,Aphelios,Blitzcrank,1
282,ESPORTSTMNT01/1294738,LCK,SANDBOX Gaming,DRX,Aatrox,Olaf,Zoe,MissFortune,Nautilus,Renekton,Elise,Qiyana,Aphelios,Thresh,0
283,ESPORTSTMNT01/1304487,VCS,Team Flash,GAM Esports,Sett,RekSai,Rumble,MissFortune,Nautilus,Akali,LeeSin,Pantheon,Syndra,Leona,0
284,ESPORTSTMNT04/1130723,TCL,5 Ronin,Royal Youth,Ornn,LeeSin,Akali,MissFortune,Leona,Sett,Elise,Syndra,Senna,TahmKench,0
285,ESPORTSTMNT01/1304504,VCS,GAM Esports,Team Flash,Soraka,LeeSin,Ryze,Aphelios,Yuumi,Kennen,Qiyana,Cassiopeia,Kalista,Braum,0
286,ESPORTSTMNT01/1294750,LCK,Afreeca Freecs,Hanwha Life Esports,Kennen,Elise,Pantheon,MissFortune,Nautilus,Ornn,JarvanIV,Rumble,Aphelios,Thresh,0
287,ESPORTSTMNT04/1130734,TCL,Papara SuperMassive,1907 Fenerbahçe Esports,Ornn,Sejuani,Azir,Senna,Braum,Vladimir,JarvanIV,Zoe,MissFortune,Zilean,0
288,ESPORTSTMNT01/1304521,VCS,Team Flash,GAM Esports,Sett,Qiyana,Orianna,Lucian,Braum,Mordekaiser,JarvanIV,Cassiopeia,MissFortune,Rakan,1
289,ESPORTSTMNT01/1294784,LCK,Hanwha Life Esports,Afreeca Freecs,Mordekaiser,LeeSin,Rumble,MissFortune,Thresh,Aatrox,Elise,Pantheon,Aphelios,Nautilus,0
290,ESPORTSTMNT04/1130739,TCL,Team AURORA,Beşiktaş Esports,Kayle,JarvanIV,Viktor,MissFortune,Braum,Sett,Gragas,Irelia,Ziggs,Thresh,0
291,ESPORTSTMNT01/1304544,VCS,FTV Esports,Saigon Buffalo,Gangplank,LeeSin,Rumble,Aphelios,Pyke,Ornn,RekSai,Ryze,Senna,Braum,0
292,ESPORTSTMNT01/1294813,LCK,Afreeca Freecs,Hanwha Life Esports,Kennen,Karthus,Pantheon,Aphelios,Nautilus,Quinn,Elise,Zoe,Xayah,Rakan,1
293,ESPORTSTMNT04/1130748,TCL,İstanbul Wildcats,Galakticos,Vladimir,JarvanIV,Mordekaiser,MissFortune,Braum,Fiora,LeeSin,Leblanc,Senna,Leona,1
294,ESPORTSTMNT01/1304574,VCS,Saigon Buffalo,FTV Esports,Akali,JarvanIV,Rumble,Aphelios,TahmKench,Ornn,Olaf,Jayce,Xayah,Thresh,1
295,ESPORTSTMNT01/1304609,CBLOL,KaBuM! e-Sports,Flamengo Esports,Gangplank,Taliyah,Ornn,Xayah,Rakan,Renekton,Sejuani,Mordekaiser,Varus,Braum,0
